id,host_response_rate,host_acceptance_rate,host_is_superhost,host_identity_verified,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_checkin,review_scores_cleanliness,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
2056638,100%,,f,f,Entire loft,Entire home/apt,3,1.5 baths,1.0,1.0,"$1,434.00",1.0,1125.0,0,19,49,324,21,0,0,4.95,4.71,5.0,4.95,4.95,5.0,4.86,0.19
2072354,,,f,t,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,$830.00,3.0,1125.0,11,41,71,346,61,1,0,4.85,4.9,4.93,4.88,5.0,4.95,4.84,0.54
696037,100%,90%,t,t,Entire rental unit,Entire home/apt,6,2 baths,3.0,3.0,"$1,469.00",24.0,1125.0,0,0,0,87,39,2,0,4.57,4.82,4.92,4.71,4.92,4.58,4.71,0.31
35797,,,f,t,Entire villa,Entire home/apt,2,1 bath,1.0,1.0,"$3,658.00",1.0,7.0,28,58,88,363,0,0,0,,,,,,,,
44616,100%,86%,f,t,Entire home,Entire home/apt,14,5.5 baths,5.0,8.0,"$18,000.00",1.0,365.0,30,59,89,357,64,12,1,4.58,4.56,4.87,4.7,4.78,4.98,4.48,0.46
2075738,100%,70%,f,t,Entire loft,Entire home/apt,2,2 baths,1.0,1.0,"$2,561.00",2.0,30.0,2,13,19,240,78,16,1,4.87,4.9,4.91,4.71,4.85,5.0,4.83,0.7
56074,100%,95%,t,t,Entire condo,Entire home/apt,2,1 bath,1.0,1.0,$650.00,3.0,250.0,0,0,0,144,84,15,0,4.87,4.95,4.98,4.88,4.94,4.75,4.79,0.58
61792,100%,100%,t,t,Private room in home,Private room,2,1 shared bath,1.0,1.0,"$1,089.00",2.0,1125.0,18,48,78,168,62,6,0,4.92,4.89,4.92,4.9,4.95,4.94,4.87,0.94
704779,100%,100%,t,t,Entire condo,Entire home/apt,2,1 bath,1.0,1.0,$943.00,2.0,1125.0,25,42,66,156,18,3,1,4.72,4.75,4.63,4.75,4.75,4.88,4.81,0.15
728372,92%,58%,t,t,Entire home,Entire home/apt,16,5.5 baths,10.0,16.0,"$2,561.00",1.0,90.0,9,15,37,270,120,6,0,4.73,4.74,4.88,4.69,4.88,4.34,4.75,0.95
2083241,100%,98%,t,t,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,"$1,881.00",3.0,1125.0,4,33,63,153,272,36,1,4.93,4.94,5.0,4.96,4.99,4.95,4.91,2.63
67703,75%,73%,f,t,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,"$2,088.00",4.0,30.0,27,57,87,362,47,7,0,4.89,4.8,4.93,4.73,4.91,4.98,4.91,0.34
2084093,100%,100%,f,t,Entire loft,Entire home/apt,2,1 bath,1.0,2.0,$402.00,1.0,1125.0,23,53,83,358,585,29,2,4.53,4.74,4.83,4.69,4.79,4.62,4.61,5.61
70644,100%,100%,t,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"$1,097.00",7.0,180.0,0,21,21,145,114,5,0,4.9,4.9,4.95,4.95,4.98,4.96,4.92,0.84
737328,90%,87%,t,t,Room in serviced apartment,Hotel room,2,1 bath,1.0,1.0,"$1,006.00",2.0,1125.0,8,35,65,340,23,0,0,4.83,4.87,5.0,4.83,5.0,4.83,4.78,0.18
741557,90%,87%,t,t,Entire serviced apartment,Entire home/apt,2,1 bath,1.0,1.0,$998.00,2.0,730.0,15,45,75,350,7,1,0,4.29,4.14,4.43,4.29,4.43,4.43,4.29,0.06
760912,,0%,f,t,Private room in rental unit,Private room,2,1.5 baths,1.0,1.0,$726.00,1.0,14.0,28,58,88,363,5,0,0,4.75,4.6,5.0,4.2,4.6,4.8,4.6,0.04
2088218,0%,,f,t,Private room in home,Private room,1,1.5 baths,1.0,1.0,$375.00,2.0,1125.0,0,0,9,284,5,0,0,4.4,5.0,5.0,4.6,4.8,4.4,4.4,0.04
2093036,,0%,f,t,Private room in rental unit,Private room,2,1 bath,1.0,2.0,"$2,835.00",1.0,1125.0,30,60,90,365,0,0,0,,,,,,,,
107078,100%,99%,t,t,Entire loft,Entire home/apt,2,1.5 baths,1.0,1.0,"$3,413.00",2.0,1125.0,12,28,49,317,10,0,0,5.0,5.0,5.0,5.0,4.78,4.89,4.78,0.12
2094427,100%,99%,f,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"$1,200.00",2.0,1125.0,1,1,28,303,80,10,0,4.76,4.84,4.96,4.84,4.96,4.89,4.68,0.77
131610,100%,,f,f,Private room,Private room,2,1 private bath,1.0,1.0,"$1,244.00",1.0,730.0,28,58,88,88,0,0,0,,,,,,,,
773150,100%,40%,f,t,Tiny home,Entire home/apt,3,1 bath,2.0,2.0,$817.00,3.0,1125.0,0,0,5,280,12,0,0,4.91,5.0,5.0,4.91,5.0,5.0,4.82,0.1
2112138,,,f,t,Entire guest suite,Entire home/apt,3,1 bath,1.0,2.0,$950.00,3.0,90.0,6,36,66,341,37,0,0,4.58,4.72,4.81,4.67,4.81,4.86,4.44,0.33
783080,100%,100%,f,t,Private room in home,Private room,1,1.5 baths,1.0,1.0,$549.00,1.0,90.0,11,31,61,336,4,3,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04
2117709,100%,40%,f,t,Entire loft,Entire home/apt,2,1 bath,1.0,1.0,$672.00,3.0,1125.0,1,2,29,304,9,0,0,4.89,4.89,5.0,4.78,5.0,5.0,4.78,0.08
2118573,91%,95%,t,t,Entire rental unit,Entire home/apt,6,3 baths,3.0,4.0,"$2,049.00",2.0,1125.0,29,59,88,88,215,31,1,4.91,4.94,4.96,4.92,4.96,4.87,4.95,1.93
165772,100%,100%,t,t,Entire home,Entire home/apt,16,5 baths,5.0,10.0,"$3,449.00",2.0,365.0,3,8,21,194,297,20,2,4.88,4.91,4.93,4.86,4.92,4.71,4.91,2.09
2127400,50%,33%,f,t,Private room in townhouse,Private room,2,1.5 shared baths,1.0,1.0,"$1,543.00",2.0,7.0,0,0,20,295,158,1,0,4.97,4.94,4.98,4.97,4.96,4.96,4.95,1.41
171109,100%,77%,t,t,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,$302.00,4.0,1125.0,19,49,79,354,90,14,3,4.82,4.86,4.98,4.59,4.94,4.98,4.78,0.82
783480,,100%,f,t,Private room in home,Private room,4,2.5 baths,2.0,4.0,$500.00,2.0,365.0,0,23,53,328,27,0,0,4.96,4.93,4.93,4.93,4.93,4.7,4.85,0.25
2130176,100%,100%,f,t,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,"$1,050.00",5.0,1125.0,7,7,8,153,38,2,1,4.79,4.92,4.97,4.63,5.0,4.97,4.76,0.35
817291,95%,98%,f,t,Entire condo,Entire home/apt,4,1 bath,2.0,2.0,$672.00,2.0,90.0,7,15,17,214,66,5,1,4.85,4.94,4.91,4.8,4.94,4.66,4.77,0.53
2171338,,,f,t,Entire loft,Entire home/apt,5,1.5 baths,1.0,3.0,"$1,434.00",2.0,1125.0,9,31,61,324,370,40,0,4.62,4.72,4.69,4.68,4.68,4.93,4.64,3.3
822005,100%,100%,f,t,Entire loft,Entire home/apt,6,1 bath,1.0,1.0,"$1,310.00",4.0,360.0,21,51,81,356,54,4,1,4.43,4.64,4.92,4.47,4.68,4.43,4.28,0.46
180808,100%,100%,t,t,Entire loft,Entire home/apt,2,1.5 baths,1.0,1.0,"$1,037.00",3.0,365.0,0,18,39,155,44,7,0,4.77,4.86,4.89,4.68,4.86,4.89,4.7,0.33
2178349,100%,100%,t,t,Entire serviced apartment,Entire home/apt,4,1 bath,2.0,2.0,$794.00,2.0,1125.0,0,7,18,197,20,14,1,4.7,4.7,4.85,4.4,4.9,4.85,4.8,0.18
187030,100%,100%,t,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"$50,000.00",14.0,365.0,0,0,0,0,101,4,1,4.56,4.65,4.83,4.65,4.88,4.92,4.5,0.73
187745,100%,100%,t,t,Entire loft,Entire home/apt,3,2 baths,1.0,2.0,"$5,000.00",14.0,365.0,0,0,0,0,24,0,0,4.67,4.58,4.83,4.58,4.79,5.0,4.63,0.21
194937,100%,100%,t,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"$1,900.00",5.0,1125.0,0,0,26,26,67,3,0,4.67,4.66,4.87,4.81,5.0,4.96,4.67,0.49
198778,100%,75%,f,t,Entire rental unit,Entire home/apt,3,1 bath,2.0,2.0,$870.00,2.0,365.0,3,3,30,305,174,3,0,4.58,4.73,4.78,4.65,4.81,4.85,4.59,1.24
826691,33%,,f,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,$850.00,180.0,365.0,13,43,73,348,18,0,0,4.83,4.72,5.0,4.72,4.89,4.94,4.59,0.16
828714,100%,100%,f,t,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,$817.00,2.0,1125.0,30,60,90,365,26,1,0,4.76,4.96,4.96,4.84,4.96,4.96,4.88,0.33
832805,92%,58%,t,t,Private room in home,Private room,2,1.5 shared baths,1.0,1.0,$402.00,1.0,1125.0,22,37,64,307,127,2,0,4.73,4.72,4.9,4.67,4.92,4.46,4.8,1.02
2182375,100%,100%,f,t,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,"$2,800.00",30.0,120.0,28,58,88,363,40,0,0,4.9,4.98,5.0,4.9,5.0,4.88,4.98,0.42
844818,,33%,f,t,Private room in rental unit,Private room,2,1 shared bath,1.0,,$480.00,2.0,1125.0,29,59,89,269,9,1,0,4.78,5.0,5.0,5.0,5.0,4.89,4.78,0.07
204887,,0%,f,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"$1,200.00",3.0,180.0,28,58,88,363,27,0,0,4.58,4.59,4.77,4.31,4.85,4.96,4.42,0.21
217685,100%,97%,t,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,$788.00,7.0,1125.0,5,5,8,155,42,19,1,4.88,4.93,4.98,4.86,4.98,4.95,4.9,0.43
2228415,100%,94%,t,t,Entire home,Entire home/apt,6,2.5 baths,3.0,3.0,"$4,714.00",15.0,120.0,27,57,87,362,4,0,0,4.75,4.75,5.0,4.25,4.75,4.5,4.25,0.05
245507,100%,98%,f,t,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,"$1,017.00",1.0,1125.0,26,56,86,361,335,43,3,4.84,4.89,4.94,4.85,4.95,4.88,4.81,2.4
246057,100%,98%,f,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,$900.00,1.0,1125.0,30,60,90,365,249,2,1,4.88,4.84,4.96,4.88,4.93,4.89,4.84,1.79
247543,100%,81%,t,t,Entire rental unit,Entire home/apt,1,1 bath,1.0,1.0,$545.00,3.0,30.0,4,30,60,313,99,19,2,4.88,4.94,4.97,4.96,4.95,4.99,4.94,0.72
858277,100%,0%,f,t,Entire rental unit,Entire home/apt,6,2 baths,3.0,4.0,"$2,269.00",2.0,1125.0,0,28,31,211,136,0,0,4.83,4.92,4.91,4.84,4.93,4.97,4.81,1.09
865012,90%,87%,t,t,Room in serviced apartment,Hotel room,2,1 bath,1.0,1.0,"$1,006.00",2.0,1125.0,0,27,57,332,31,0,0,4.97,4.97,5.0,4.94,5.0,4.97,4.97,0.25
2238309,100%,100%,t,t,Entire loft,Entire home/apt,2,1 bath,1.0,2.0,"$1,880.00",7.0,1125.0,1,21,51,326,253,6,1,4.88,4.88,4.91,4.91,4.97,4.9,4.86,2.4
868843,90%,87%,t,t,Room in serviced apartment,Hotel room,2,1 bath,1.0,1.0,$908.00,2.0,1125.0,18,45,75,350,49,9,1,4.98,4.98,5.0,4.92,5.0,5.0,4.9,0.46
868986,90%,87%,t,t,Entire serviced apartment,Entire home/apt,2,1 bath,1.0,1.0,$908.00,2.0,1125.0,0,0,0,272,23,4,0,4.91,4.96,4.91,4.91,4.91,4.96,4.83,0.19
252618,100%,100%,f,t,Private room in rental unit,Private room,2,1 private bath,1.0,2.0,$591.00,5.0,1825.0,30,60,90,365,20,2,0,4.16,4.21,4.61,4.32,4.32,4.68,4.21,0.15
256555,100%,100%,t,t,Entire home,Entire home/apt,14,4.5 baths,4.0,10.0,"$3,014.00",2.0,365.0,3,8,21,194,319,26,0,4.91,4.91,4.93,4.89,4.94,4.78,4.91,2.32
2284377,100%,89%,t,t,Private room in rental unit,Private room,2,1.5 baths,1.0,1.0,$726.00,15.0,1125.0,7,37,67,247,20,4,0,4.95,4.95,4.9,4.9,4.95,5.0,4.9,0.18
261897,100%,100%,f,t,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,"$1,154.00",5.0,1125.0,0,8,38,127,355,0,0,4.76,4.87,4.75,4.76,4.82,4.94,4.81,2.59
276504,,,f,f,Entire rental unit,Entire home/apt,2,1 bath,,1.0,"$1,815.00",7.0,365.0,0,0,0,0,0,0,0,,,,,,,,
869063,90%,87%,t,t,Room in serviced apartment,Hotel room,2,1 bath,1.0,1.0,$908.00,2.0,1125.0,24,54,84,356,22,3,0,4.95,5.0,5.0,4.95,5.0,4.95,4.95,0.25
883511,92%,58%,t,t,Entire home,Entire home/apt,16,5.5 baths,10.0,16.0,"$2,561.00",1.0,90.0,9,15,37,266,237,33,3,4.79,4.79,4.91,4.8,4.94,4.43,4.79,1.91
2289797,100%,60%,f,t,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,"$1,000.00",15.0,1125.0,2,26,38,313,294,7,0,4.55,4.68,4.89,4.56,4.82,4.9,4.63,2.64
898633,100%,91%,t,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,"$1,532.00",3.0,48.0,12,33,58,330,54,3,1,4.93,4.91,4.91,4.94,4.96,4.92,4.89,0.44
281134,100%,86%,f,t,Room in serviced apartment,Hotel room,3,1 private bath,1.0,2.0,"$3,162.00",2.7,365.0,29,40,69,287,7,0,0,4.71,4.71,5.0,5.0,5.0,5.0,4.86,0.07
287940,100%,100%,f,t,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,$726.00,1.0,1125.0,17,40,59,334,389,40,3,4.59,4.66,4.86,4.65,4.87,4.95,4.7,3.32
291804,,0%,f,f,Private room in rental unit,Private room,1,1 bath,1.0,1.0,$545.00,2.0,14.0,30,60,90,365,0,0,0,,,,,,,,
2297850,100%,92%,f,t,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,$699.00,7.0,1125.0,2,31,61,336,223,4,0,4.75,4.73,4.89,4.87,4.92,4.94,4.77,2.01
298873,,0%,f,f,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,"$1,362.00",3.0,180.0,0,0,0,0,119,0,0,4.78,4.87,4.89,4.88,4.73,4.9,4.8,0.89
323030,100%,75%,f,t,Entire rental unit,Entire home/apt,3,1 bath,2.0,2.0,"$1,200.00",2.0,1125.0,0,0,21,296,189,7,0,4.65,4.74,4.77,4.6,4.8,4.85,4.64,1.41
913084,100%,100%,t,t,Entire serviced apartment,Entire home/apt,4,1 bath,2.0,3.0,$796.00,2.0,1125.0,1,23,53,188,147,15,0,4.73,4.81,4.83,4.71,4.92,4.44,4.73,1.22
2302615,100%,85%,f,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"$2,269.00",1.0,1125.0,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.01
939721,100%,100%,t,t,Tiny home,Entire home/apt,3,1 bath,1.0,1.0,"$1,556.00",3.0,1125.0,10,24,53,312,491,42,3,4.83,4.93,4.9,4.92,4.93,4.93,4.79,4.04
324769,100%,100%,f,t,Entire rental unit,Entire home/apt,6,2 baths,2.0,3.0,$545.00,3.0,1125.0,17,47,77,167,46,5,0,4.76,4.87,4.91,4.73,4.91,4.44,4.73,0.38
325812,100%,0%,f,f,Private room in condo,Private room,1,1 private bath,1.0,1.0,$457.00,4.0,10.0,12,42,72,162,107,0,0,4.78,4.79,4.86,4.85,4.86,4.93,4.78,0.96
2307983,100%,100%,t,t,Entire loft,Entire home/apt,5,1.5 baths,2.0,4.0,"$1,448.00",2.0,1125.0,9,33,53,288,274,17,1,4.82,4.85,4.84,4.82,4.94,4.93,4.88,2.49
326296,100%,100%,t,t,Private room in home,Private room,2,1.5 shared baths,1.0,1.0,$327.00,2.0,1125.0,0,0,0,120,204,11,0,4.8,4.81,4.87,4.83,4.93,4.74,4.84,1.66
997247,90%,100%,t,t,Entire condo,Entire home/apt,4,1 bath,2.0,2.0,"$1,362.00",2.0,1125.0,9,25,49,313,428,40,0,4.81,4.91,4.87,4.92,4.69,4.96,4.87,3.56
1001517,100%,100%,t,t,Entire home,Entire home/apt,6,2.5 baths,2.0,2.0,"$1,949.00",2.0,200.0,0,27,40,179,71,1,0,4.84,4.96,4.97,4.96,4.87,4.97,4.91,0.6
2318781,100%,93%,f,t,Private room in rental unit,Private room,2,1.5 shared baths,1.0,1.0,$713.00,1.0,1125.0,30,60,90,365,132,9,1,4.84,4.89,4.91,4.72,4.94,4.87,4.75,1.42
1011428,100%,71%,f,t,Entire home,Entire home/apt,6,4.5 baths,3.0,4.0,"$6,354.00",7.0,90.0,7,37,67,331,20,3,0,5.0,5.0,5.0,5.0,5.0,4.95,4.68,0.17
1013504,100%,100%,t,t,Private room in home,Private room,1,1.5 shared baths,1.0,1.0,$327.00,2.0,1125.0,18,48,78,253,51,4,0,4.96,4.92,4.88,4.9,4.94,4.94,4.86,0.45
326475,100%,100%,f,t,Private room in condo,Private room,2,1 private bath,1.0,1.0,$529.00,3.0,1125.0,30,60,90,90,120,11,1,4.87,4.87,4.91,4.8,4.93,4.89,4.81,1.24
329776,100%,100%,f,t,Private room in home,Private room,2,1.5 shared baths,1.0,1.0,$272.00,2.0,1125.0,0,0,0,0,17,1,0,4.82,4.88,4.94,4.76,5.0,4.56,4.75,0.25
2335400,100%,88%,f,t,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,$450.00,1.0,1125.0,30,32,32,114,13,1,0,4.69,4.92,4.85,4.23,4.85,4.92,4.62,0.12
331788,,100%,f,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"$1,398.00",3.0,1125.0,2,3,4,184,337,0,0,4.81,4.9,4.91,4.84,4.94,4.91,4.81,2.51
350079,,,f,f,Private room in rental unit,Private room,1,1 bath,1.0,1.0,"$1,006.00",5.0,180.0,30,60,90,365,0,0,0,,,,,,,,
1051636,100%,100%,f,t,Private room in condo,Private room,1,1 shared bath,1.0,1.0,$896.00,2.0,1125.0,29,59,89,364,28,3,0,4.82,4.57,4.96,4.96,4.75,4.93,4.71,0.24
1066945,83%,86%,f,t,Private room in guest suite,Private room,2,1 private bath,1.0,1.0,"$1,036.00",2.0,365.0,0,11,37,292,152,8,0,4.93,4.94,4.96,4.97,4.91,4.97,4.94,1.33
2345760,,100%,f,t,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,$500.00,3.0,28.0,29,59,89,364,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.4
362583,100%,99%,t,t,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,"$1,452.00",2.0,1125.0,15,39,69,344,35,4,0,4.85,4.91,4.7,4.91,4.79,4.94,4.88,0.28
2373420,100%,88%,f,t,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,$400.00,1.0,1125.0,30,60,90,365,17,7,0,4.82,4.71,4.63,4.75,4.88,4.88,4.82,0.18
2401724,100%,100%,t,t,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,"$1,400.00",1.0,1125.0,18,46,72,162,217,55,4,4.88,4.93,4.95,4.88,4.98,4.99,4.87,3.18
370092,100%,99%,f,t,Entire loft,Entire home/apt,4,1 bath,,2.0,$615.00,1.0,1125.0,20,27,52,142,418,51,2,4.46,4.42,4.7,4.51,4.72,4.76,4.47,3.12
375032,60%,46%,t,t,Private room in bed and breakfast,Private room,14,6 baths,6.0,10.0,"$14,143.00",1.0,14.0,30,60,90,365,51,1,0,4.69,4.56,4.78,4.73,4.84,4.98,4.47,0.39
1087636,100%,92%,f,t,Private room in rental unit,Private room,1,1 bath,1.0,1.0,$450.00,1.0,13.0,27,57,87,362,37,10,0,4.92,4.92,4.97,4.84,4.97,4.89,4.89,0.37
1130658,100%,77%,t,t,Entire rental unit,Entire home/apt,3,2 baths,2.0,2.0,"$1,250.00",2.0,1125.0,0,0,9,284,27,1,1,4.92,4.85,4.88,4.62,4.96,4.88,4.69,0.24
2406485,67%,82%,t,t,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,$450.00,2.0,1125.0,13,43,73,348,46,4,0,4.76,4.89,4.8,4.91,4.71,4.76,4.82,0.42
1135302,100%,77%,t,t,Private room in rental unit,Private room,3,1 shared bath,1.0,1.0,$385.00,2.0,1125.0,22,52,82,357,9,0,0,4.78,5.0,5.0,5.0,4.89,4.89,5.0,0.1
382712,60%,0%,f,t,Private room in rental unit,Private room,2,1 bath,1.0,1.0,$700.00,1.0,7.0,29,59,89,364,0,0,0,,,,,,,,
386265,100%,85%,f,t,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,$295.00,4.0,1125.0,28,58,88,363,16,6,1,4.63,4.69,4.75,4.94,4.75,4.94,4.69,0.15
2419999,100%,100%,t,t,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,"$1,180.00",3.0,1125.0,12,28,57,207,17,6,0,4.41,4.47,4.71,4.76,4.53,4.88,4.35,0.15
1164876,100%,100%,t,t,Entire home,Entire home/apt,6,3.5 baths,3.0,3.0,"$4,481.00",10.0,21.0,0,19,19,90,6,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.05
2424204,100%,99%,t,t,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,"$1,797.00",3.0,90.0,30,60,90,360,24,0,0,4.75,4.79,4.96,4.83,4.96,4.75,4.71,0.22
1167552,100%,100%,f,t,Private room in home,Private room,2,1.5 shared baths,1.0,2.0,$700.00,3.0,1125.0,20,50,80,80,134,17,2,4.86,4.86,4.95,4.6,4.96,4.95,4.86,1.12
1170780,,,f,f,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,$381.00,3.0,1125.0,0,0,0,137,17,0,0,4.94,5.0,4.94,5.0,5.0,4.56,4.81,0.15
1211383,100%,100%,t,t,Private room in home,Private room,2,1 private bath,1.0,1.0,$908.00,5.0,21.0,0,2,2,2,21,1,0,4.78,4.84,4.95,4.89,4.84,4.95,4.68,0.18
395446,100%,100%,t,t,Entire condo,Entire home/apt,2,1 bath,1.0,1.0,"$2,500.00",5.0,1125.0,13,43,72,72,22,6,1,4.77,4.82,4.9,4.77,4.95,5.0,4.48,0.17
419110,,0%,f,t,Private room in rental unit,Private room,2,1.5 shared baths,1.0,2.0,$599.00,3.0,15.0,28,58,88,88,53,0,0,4.84,4.96,4.87,4.94,4.89,4.96,4.8,0.65
454077,,0%,f,f,Private room in rental unit,Private room,1,,1.0,1.0,$457.00,1.0,1125.0,30,60,90,365,2,0,0,1.0,1.0,1.0,1.0,3.0,1.0,1.5,0.02
2436156,100%,99%,f,t,Entire loft,Entire home/apt,5,2 baths,2.0,2.0,"$1,466.00",4.0,60.0,3,9,30,30,85,15,2,4.82,4.87,4.87,4.79,4.96,4.91,4.81,0.78
454693,100%,93%,f,t,Entire rental unit,Entire home/apt,2,1.5 baths,1.0,1.0,"$2,033.00",2.0,1125.0,27,57,63,234,257,21,4,4.9,4.93,4.92,4.94,4.88,4.96,4.87,1.97
456242,100%,100%,f,t,Private room in home,Private room,1,1.5 shared baths,1.0,1.0,$732.00,3.0,90.0,27,57,87,362,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
458808,99%,99%,f,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,$685.00,1.0,1125.0,0,0,23,298,76,23,1,4.43,4.61,4.79,4.67,4.7,4.88,4.41,0.84
1226234,100%,50%,f,t,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,2.0,"$2,559.00",6.0,1125.0,8,8,11,11,23,0,0,4.86,4.95,5.0,4.9,4.86,5.0,4.76,0.25
2444573,100%,100%,f,t,Entire condo,Entire home/apt,2,2 baths,1.0,1.0,$817.00,7.0,1125.0,0,0,3,121,19,8,1,5.0,5.0,5.0,4.74,5.0,4.79,4.89,0.27
1236668,90%,64%,f,t,Entire rental unit,Entire home/apt,4,2 baths,3.0,,"$1,071.00",4.0,1125.0,16,46,76,327,8,3,0,3.38,3.38,3.75,3.5,3.75,3.25,3.5,0.07
486913,100%,100%,t,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,$876.00,1.0,1125.0,0,28,58,333,34,10,0,4.94,5.0,4.94,4.88,4.97,4.91,4.91,0.26
2447795,100%,74%,f,t,Entire loft,Entire home/apt,1,1 bath,1.0,1.0,"$1,489.00",2.0,1125.0,29,59,89,356,43,8,1,4.73,4.81,4.95,4.78,4.89,4.76,4.68,0.39
491412,100%,81%,t,t,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,"$1,900.00",7.0,1125.0,0,27,57,116,0,0,0,,,,,,,,
1270265,,,f,t,Entire condo,Entire home/apt,1,1 bath,1.0,1.0,$708.00,28.0,365.0,29,42,48,48,15,0,0,4.93,4.93,4.93,4.87,5.0,4.67,5.0,0.13
2484037,100%,92%,f,t,Entire loft,Entire home/apt,2,1 bath,1.0,2.0,"$1,350.00",2.0,1125.0,30,60,90,365,147,7,2,4.64,4.76,4.92,4.76,4.9,4.87,4.67,1.33
499553,100%,81%,t,t,Entire rental unit,Entire home/apt,7,3.5 baths,4.0,6.0,"$3,420.00",3.0,30.0,0,24,46,207,25,2,0,4.92,4.92,5.0,4.96,4.83,4.88,4.88,0.19
499676,100%,81%,t,t,Entire condo,Entire home/apt,6,2.5 baths,3.0,5.0,"$5,820.00",3.0,21.0,0,24,46,250,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
2506525,0%,86%,f,t,Private room in home,Private room,1,1 shared bath,1.0,2.0,$220.00,5.0,1125.0,11,11,12,287,49,2,0,4.8,4.83,4.89,4.77,4.88,4.51,4.79,0.46
501037,100%,95%,f,t,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,"$1,237.00",5.0,1125.0,10,20,41,184,97,20,0,4.82,4.91,4.92,4.84,4.95,4.98,4.86,0.75
1283294,100%,93%,f,t,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,"$1,947.00",2.0,1000.0,28,54,84,84,145,12,1,4.84,4.86,4.91,4.92,4.9,4.89,4.81,1.29
2516668,,,f,f,Private room in rental unit,Private room,1,1 bath,1.0,1.0,$350.00,30.0,150.0,30,60,90,365,0,0,0,,,,,,,,
1286695,100%,60%,f,t,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,$878.00,6.0,1125.0,0,0,0,256,27,2,0,4.52,4.59,4.78,4.63,4.67,4.7,4.44,0.34
517503,100%,100%,f,t,Private room in guest suite,Private room,2,1 private bath,1.0,1.0,$550.00,1.0,1125.0,27,57,87,362,213,24,4,4.66,4.83,4.92,4.66,4.95,4.93,4.6,3.51
2519535,83%,86%,f,t,Private room in guest suite,Private room,2,1 private bath,1.0,1.0,"$1,036.00",2.0,365.0,20,43,71,336,66,3,0,4.75,4.86,4.87,4.91,4.78,4.94,4.79,0.6
1288566,100%,99%,t,t,Entire rental unit,Entire home/apt,2,1.5 baths,1.0,1.0,"$3,089.00",2.6,1125.0,13,29,50,318,105,35,6,4.86,4.92,4.94,4.84,4.88,4.9,4.71,1.22
